select,url,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10
True,https://www.amazon.com/Best-Sellers-Appstore-Android-Battery-Savers/zgbs/mobile-apps/9408917011,Apps & Games,Utilities,Battery Savers,,,,,,,
True,https://www.amazon.com/Best-Sellers-Appstore-Android-Device-Tracking/zgbs/mobile-apps/9408923011,Apps & Games,Utilities,Device Tracking,,,,,,,
True,https://www.amazon.com/Best-Sellers-Appstore-Android-File-Transfer/zgbs/mobile-apps/9408924011,Apps & Games,Utilities,File Transfer,,,,,,,
True,https://www.amazon.com/Best-Sellers-Appstore-Android-Flashlights/zgbs/mobile-apps/9408926011,Apps & Games,Utilities,Flashlights,,,,,,,
True,https://www.amazon.com/Best-Sellers-Appstore-Android-QR-Barcode-Scanners/zgbs/mobile-apps/9408930011,Apps & Games,Utilities,QR & Barcode Scanners,,,,,,,
True,https://www.amazon.com/Best-Sellers-Appstore-Android-Speed-Testing/zgbs/mobile-apps/9408918011,Apps & Games,Utilities,Speed Testing,,,,,,,
True,https://www.amazon.com/Best-Sellers-Appstore-Android-Task-App-Managers/zgbs/mobile-apps/9408936011,Apps & Games,Utilities,Task & App Managers,,,,,,,
True,https://www.amazon.com/Best-Sellers-Appstore-Android-Wi-Fi-Analyzers/zgbs/mobile-apps/9408943011,Apps & Games,Utilities,Wi-Fi Analyzers,,,,,,,
True,https://www.amazon.com/Best-Sellers-Appstore-Android-Weather/zgbs/mobile-apps/9408850011,Apps & Games,Weather,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing/zgbs/arts-crafts,"Arts, Crafts & Sewing",,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Beading-Jewelry-Making/zgbs/arts-crafts/12896081,"Arts, Crafts & Sewing",Beading & Jewelry Making,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Beading-Supplies/zgbs/arts-crafts/8090707011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Beading Supplies,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Bead-Looms/zgbs/arts-crafts/12896091,"Arts, Crafts & Sewing",Beading & Jewelry Making,Beading Supplies,Bead Looms,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Beading-Cords-Threads/zgbs/arts-crafts/262593011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Beading Supplies,Beading Cords & Threads,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Beading-Kits/zgbs/arts-crafts/12896101,"Arts, Crafts & Sewing",Beading & Jewelry Making,Beading Supplies,Beading Kits,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Beading-Mats-Trays-Boards/zgbs/arts-crafts/8090708011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Beading Supplies,"Beading Mats, Trays & Boards",,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Beading-Needles/zgbs/arts-crafts/8090979011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Beading Supplies,Beading Needles,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Fuse-Perler-Beads/zgbs/arts-crafts/8090778011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Beading Supplies,Fuse & Perler Beads,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Beads-Bead-Assortments/zgbs/arts-crafts/12896121,"Arts, Crafts & Sewing",Beading & Jewelry Making,Beads & Bead Assortments,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Charms/zgbs/arts-crafts/262595011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Charms,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Engraving-Machines-Tools/zgbs/arts-crafts/12896151,"Arts, Crafts & Sewing",Beading & Jewelry Making,Engraving Machines & Tools,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Fusible-Glass-Supplies/zgbs/arts-crafts/8090782011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Fusible Glass Supplies,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Casting-Supplies/zgbs/arts-crafts/8090808011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Casting Supplies,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Metal-Casting-Machines/zgbs/arts-crafts/12896131,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Casting Supplies,Casting Machines,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Casting-Tools/zgbs/arts-crafts/8090812011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Casting Supplies,Casting Tools,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Metal-Casting-Molds/zgbs/arts-crafts/19271661011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Casting Supplies,Metal Casting Molds,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Resin-Casting-Molds/zgbs/arts-crafts/19271660011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Casting Supplies,Resin Casting Molds,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Findings/zgbs/arts-crafts/12896161,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Cord-Ends/zgbs/arts-crafts/8090784011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Cord Ends,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Earring-Backs-Findings/zgbs/arts-crafts/3097795011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Earring Backs & Findings,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-End-Caps/zgbs/arts-crafts/8090786011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,End Caps,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Eye-Pins/zgbs/arts-crafts/8090788011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Eye Pins,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Head-Pins/zgbs/arts-crafts/8090792011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Head Pins,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Clasps/zgbs/arts-crafts/3298701011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Jewelry Clasps,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Chains/zgbs/arts-crafts/3298708011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Jewelry Making Chains,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Jump-Rings/zgbs/arts-crafts/3298709011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Jump Rings,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Pin-Backs/zgbs/arts-crafts/3298711011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Pin Backs,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Wire/zgbs/arts-crafts/262596011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Findings,Wire,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Display-Packaging-Supplies/zgbs/arts-crafts/8090796011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Display & Packaging Supplies,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Kits/zgbs/arts-crafts/12896171,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Kits,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Tools-Accessories/zgbs/arts-crafts/12896181,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Diamond-Gold-Testers/zgbs/arts-crafts/10664320011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Diamond & Gold Testers,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Diamond-Testers/zgbs/arts-crafts/10664323011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Diamond & Gold Testers,Diamond Testers,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Gold-Testers/zgbs/arts-crafts/10664324011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Diamond & Gold Testers,Gold Testers,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Hammers/zgbs/arts-crafts/8090798011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Jewelry Hammers,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Pliers/zgbs/arts-crafts/8090800011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Jewelry Pliers,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Sizers-Mandrels/zgbs/arts-crafts/8090804011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Jewelry Sizers & Mandrels,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Kilns-Firing-Accessories/zgbs/arts-crafts/12896511,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Kilns & Firing Accessories,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Kilns/zgbs/arts-crafts/2933704011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Kilns & Firing Accessories,Kilns,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Firing-Accessories/zgbs/arts-crafts/2933705011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Kilns & Firing Accessories,Firing Accessories,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Loupes/zgbs/arts-crafts/8090802011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Making Tools & Accessories,Loupes,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Patterns/zgbs/arts-crafts/8090806011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Jewelry Patterns,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Metal-Stamping-Tools/zgbs/arts-crafts/8090814011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Metal Stamping Tools,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Polishing-Buffing/zgbs/arts-crafts/12896191,"Arts, Crafts & Sewing",Beading & Jewelry Making,Polishing & Buffing,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Purse-Making-Supplies/zgbs/arts-crafts/3097796011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Purse Making,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Beading-Storage/zgbs/arts-crafts/8090936011,"Arts, Crafts & Sewing",Beading & Jewelry Making,Storage,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Jewelry-Making-Wax-Molding-Materials/zgbs/arts-crafts/12896201,"Arts, Crafts & Sewing",Beading & Jewelry Making,Wax Molding Materials,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Supplies-Materials/zgbs/arts-crafts/378733011,"Arts, Crafts & Sewing",Craft Supplies,,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Basket-Making-Supplies/zgbs/arts-crafts/12890801,"Arts, Crafts & Sewing",Craft Supplies,Basket Making,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Candle-Making-Supplies/zgbs/arts-crafts/262597011,"Arts, Crafts & Sewing",Craft Supplies,Candle Making,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Candle-Making-Dyes/zgbs/arts-crafts/262598011,"Arts, Crafts & Sewing",Craft Supplies,Candle Making,Dyes,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Candle-Making-Kits/zgbs/arts-crafts/262599011,"Arts, Crafts & Sewing",Craft Supplies,Candle Making,Kits,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Candle-Making-Molds/zgbs/arts-crafts/262600011,"Arts, Crafts & Sewing",Craft Supplies,Candle Making,Molds,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Candle-Making-Scents/zgbs/arts-crafts/262601011,"Arts, Crafts & Sewing",Craft Supplies,Candle Making,Scents,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Candle-Making-Wax/zgbs/arts-crafts/262602011,"Arts, Crafts & Sewing",Craft Supplies,Candle Making,Wax,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Candle-Making-Wicks/zgbs/arts-crafts/262603011,"Arts, Crafts & Sewing",Craft Supplies,Candle Making,Wicks,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Ceramic-Pottery-Supplies/zgbs/arts-crafts/12896441,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Ceramic-Pottery-Tools/zgbs/arts-crafts/12896461,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Ceramic & Pottery Tools,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Clay-Extruders-Mixers-Presses/zgbs/arts-crafts/12896471,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,"Clay Extruders, Mixers & Presses",,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Clay-Molds/zgbs/arts-crafts/262604011,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Clay Molds,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Clays-Doughs/zgbs/arts-crafts/12896491,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Clays & Doughs,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Pottery-Modeling-Clays/zgbs/arts-crafts/689390011,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Clays & Doughs,Clay,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Ceramics-Dough/zgbs/arts-crafts/689391011,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Clays & Doughs,Dough,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Ceramics-Glazes/zgbs/arts-crafts/12896501,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Glazes,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Pottery-Wheels-Accessories/zgbs/arts-crafts/12896521,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Pottery Wheels & Accessories,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Pug-Mills-Slab-Rollers/zgbs/arts-crafts/12896531,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Pug Mills & Slab Rollers,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Ready-Paint-Ceramics/zgbs/arts-crafts/8090836011,"Arts, Crafts & Sewing",Craft Supplies,Ceramics & Pottery,Ready-to-Paint Ceramics,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Supplies/zgbs/arts-crafts/8090710011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Adhesives/zgbs/arts-crafts/12890721,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Adhesive-Removers/zgbs/arts-crafts/12898731,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Adhesive Removers,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Adhesive-Sheets-Sprays/zgbs/arts-crafts/12890731,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Adhesive Sheets & Sprays,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Adhesive-Sheets/zgbs/arts-crafts/2933693011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Adhesive Sheets & Sprays,Adhesive Sheets,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Adhesive-Sprays/zgbs/arts-crafts/2933694011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Adhesive Sheets & Sprays,Adhesive Sprays,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Adhesive-Waxing/zgbs/arts-crafts/12890761,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Adhesive Waxing,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Art-Glues-Pastes/zgbs/arts-crafts/12890741,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Art Glues & Pastes,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Tape/zgbs/arts-crafts/12890751,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Arts & Crafts Tape,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Glue-Guns-Sticks/zgbs/arts-crafts/8090711011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Craft Glue Guns & Sticks,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Glue-Guns/zgbs/arts-crafts/12898851,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Craft Glue Guns & Sticks,Glue Guns,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Glue-Gun-Sticks/zgbs/arts-crafts/705364011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Craft Glue Guns & Sticks,Glue Gun Sticks,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Fabric-Adhesives/zgbs/arts-crafts/12890771,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Fabric Adhesives,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Office-Laminating-Supplies/zgbs/arts-crafts/300341,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Laminating Supplies,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Mounting-Boards/zgbs/arts-crafts/8090816011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Adhesives,Mounting Boards,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Scrapbooking-Brads/zgbs/arts-crafts/3298712011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Brads,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Clock-Kits/zgbs/arts-crafts/17568924011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Clock Kits,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Bells/zgbs/arts-crafts/8090818011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Craft Bells,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Foam/zgbs/arts-crafts/2933771011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Craft Foam,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Sticks/zgbs/arts-crafts/8090822011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Craft Sticks,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Cutting-Tools/zgbs/arts-crafts/12896551,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Art-Knives-Blades/zgbs/arts-crafts/12896561,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,Art Knives & Blades,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Craft-Shears/zgbs/arts-crafts/689393011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,Craft Shears,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Quilting-Cutting-Mats/zgbs/arts-crafts/262643011,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,Cutting Mats,,,,,
True,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing-Glass-Cutting-Tools/zgbs/arts-crafts/12896601,"Arts, Crafts & Sewing",Craft Supplies,Craft Supplies,Cutting Tools,Glass Cutting Tools,,,,,
